"Symbol"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
NA	-1.17383880879737	9.75778285790606	-12.8335739919947	1.39477366468085e-05	0.126275122484582	2.4573131331397
"ATP5C1"	1.59334332350216	6.59247562601161	12.5701715171502	1.57308295025852e-05	0.126275122484582	2.40374804917982
"CDC42BPA"	-1.06981760722319	6.64338627628036	-12.2710584855709	1.80859147727038e-05	0.126275122484582	2.33998275785566
"FOS"	-1.27937378882939	8.21865061758298	-11.8004191097488	2.26736315454651e-05	0.126275122484582	2.23285724251219
"EED"	1.48867846556152	6.37710312165889	10.8468174105912	3.68211335370715e-05	0.153378974206951	1.98703871012545
NA	1.17755563670292	6.80493447985572	10.3033302959763	4.94127072264749e-05	0.153378974206951	1.8271316412
"SMARCC1"	-0.82488341391487	8.9458564256186	-10.1529618751692	5.37357137387439e-05	0.153378974206951	1.78003653703391
"TAF1D"	0.841993178709694	7.06236510763988	9.65816329645954	7.13930826844489e-05	0.153378974206951	1.61555341846242
"SMC5"	-0.817408048131712	5.83481871515265	-9.48143299139706	7.92696240170306e-05	0.153378974206951	1.55304898723927
"MYC"	-0.735035141099122	10.738227615548	-9.20636757340135	9.36203832364581e-05	0.153378974206951	1.451553573927
NA	0.732274282358102	5.97582477820864	9.09766196614261	0.000100105412200198	0.153378974206951	1.40996917564128
NA	1.03758938506536	6.49124267538349	8.91792788502554	0.000112002996506475	0.153378974206951	1.33930498294579
"KIAA1033"	-0.83298885731526	6.18130583211514	-8.85713192049716	0.000116391894876053	0.153378974206951	1.31485012210349
"HNRNPA1"	0.819735310442354	8.41149678122768	8.85583828750454	0.000116487420821363	0.153378974206951	1.31432667672667
"EIF5"	-0.696715650486467	7.38124311282069	-8.73138161266811	0.000126116437732163	0.153378974206951	1.26335743144594
"IQGAP1"	-0.753002811530422	7.11453847257209	-8.7164426798758	0.000127332952127107	0.153378974206951	1.25715740570375
"HNRNPDL"	0.760532956980359	10.1174466760115	8.66274452674266	0.000131819115474605	0.153378974206951	1.23472409090855
NA	0.915518020007038	7.51041384767876	8.66099126063835	0.000131968641184269	0.153378974206951	1.23398772967566
"RHOBTB3"	-0.707633957678549	4.36881650698609	-8.57123651856597	0.000139891821473517	0.153378974206951	1.19595785965839
NA	1.20946874445196	8.43141016152886	8.5392839024069	0.000142844147507131	0.153378974206951	1.18225994120946
"NEK1"	-0.691451339377378	3.82668291944621	-8.52078022378559	0.000144586724350046	0.153378974206951	1.17428886599385
"HIVEP2"	-0.728715873666232	5.66896842917053	-8.31842974460553	0.000165337324680353	0.157260341353057	1.0852348346781
"MYH10"	-0.757537774207808	5.93169224597926	-8.25521331266756	0.000172511136412286	0.157260341353057	1.05669033003
"ARHGEF10"	0.762891195983115	4.74163154913269	8.22581384600091	0.000175969403327646	0.157260341353057	1.04329555683812
NA	1.06715209985771	6.11336725010357	8.18611226217887	0.000180767302589183	0.157260341353057	1.02508506571611
"NACA"	0.645693757689709	7.45126837660798	8.16370202596273	0.000183542167939107	0.157260341353057	1.01474355393331
"KRAS"	-0.648030483165401	6.53051097304931	-7.93402247899888	0.000215006721174923	0.177396471393102	0.906107130441719
"DIDO1"	0.73764942009966	7.37331309161501	7.87438800650196	0.000224166247939755	0.178348268048354	0.877093232269008
"SCAF11"	-0.671721826227971	9.4990721228163	-7.71287480007134	0.000251322082548233	0.18724806749048	0.796784651244318
"ATXN7L3B"	-0.883309863941843	8.52603783413236	-7.63698003586756	0.000265380535517075	0.18724806749048	0.758156981778095
"EIF4G1"	-0.644158530328102	6.61547128681048	-7.63078660791166	0.000266567241412956	0.18724806749048	0.754979164203083
"HOOK1"	-0.611617648780354	6.84196877959249	-7.61832170489504	0.00026897419579366	0.18724806749048	0.748571696430914
"PRRC2C"	-0.891940107164594	7.49046200469187	-7.38778108114971	0.00031834049748213	0.209939853593243	0.627172607042843
"AGGF1"	-0.692966218397777	6.95141710037253	-7.37899854668767	0.000320418145269573	0.209939853593243	0.62243734833276
"CITED2"	-0.800985170583887	8.02147907076325	-7.25566542314223	0.000351307973472911	0.218119720389059	0.555060440701529
"NFAT5"	-0.593531288071138	4.79171676583155	-7.25121516002347	0.000352485071329448	0.218119720389059	0.552598253645231
NA	0.965043112081799	6.51814247542032	7.1784805044349	0.00037238167519299	0.222214916712579	0.512045910697365
"FOXF1"	-0.566168325841044	4.03877716525973	-7.15106574366417	0.000380214114522532	0.222214916712579	0.496608075811246
"NUMA1"	0.579893633690617	5.1086983069194	7.12098149113135	0.00038902822425778	0.222214916712579	0.479569645305319
"EIF1"	-0.760731687493013	5.52849645644919	-7.06998288873471	0.000404512412077198	0.225283075096094	0.450451679055512
"AVL9"	-0.651589158534633	6.66461304792895	-6.9239772176549	0.000452914789353622	0.24121015918499	0.365430336800282
"SLC7A1"	-0.573448419005675	7.53868858218045	-6.9187532602816	0.000454766202171279	0.24121015918499	0.362342126787779
"FGFR1"	0.537712452603205	5.92247132303965	6.78051854698981	0.000507067458372561	0.261013440553849	0.27943836156185
"CENPJ"	-0.654550530169729	5.28741120623425	-6.74498171647867	0.000521608252576919	0.261013440553849	0.257752188113607
"CLK1"	0.601916534262543	8.63370408682717	6.70986330519155	0.000536450236806143	0.261013440553849	0.236168990682236
"ZNF654"	-0.661704430818777	6.48478086102819	-6.70178577458029	0.000539932262871586	0.261013440553849	0.231183128463074
"SLC25A12"	-0.580916630968333	5.16870184129456	-6.64537203337031	0.000564987354273016	0.261013440553849	0.196135460364121
