"Symbol"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"SEC24D"	-0.779698357482463	4.20870619230401	-8.44831182151779	0.000574854214951206	0.765193186060228	-3.04043157225777
NA	0.617604008612083	3.16764032790812	8.33183644249456	0.000610652681879319	0.765193186060228	-3.04516237736039
"SOCS7"	-0.631546466145511	4.22749150953797	-8.07317427752351	0.000700248559138858	0.765193186060228	-3.05631413157368
"DHX29"	-0.539265591260285	5.82830426227714	-7.55164939129451	0.000934233780774883	0.765193186060228	-3.08186788394141
"DBT"	0.547135184413345	5.85719260753021	7.45549749072993	0.000987107367659736	0.765193186060228	-3.08708539832393
"SAMD9"	0.546098266350918	4.84424519727587	7.43216748302643	0.0010004746370546	0.765193186060228	-3.08837735741922
"S100A4"	0.508196852452666	6.51973048465968	6.9549694852963	0.00132837167351399	0.765193186060228	-3.11723670749671
NA	0.754373788595541	3.81741526734078	6.82771934868232	0.00143671870642181	0.765193186060228	-3.12579254767248
"YME1L1"	0.584345537129255	3.80229043749988	6.814482534117	0.00144858786283938	0.765193186060228	-3.12670531998111
NA	-0.819882193149253	3.67840884622139	-6.79622168301751	0.00146515572183908	0.765193186060228	-3.12797175093296
"MGAT2"	-0.483684659644164	5.36187484392685	-6.74954583774712	0.00150854866629888	0.765193186060228	-3.1312473050893
"CACNB1"	0.5029687191832	5.67562392969816	6.69403901180241	0.00156217585518159	0.765193186060228	-3.13521593132668
"ZNF749"	0.665958036950701	3.47713473633988	6.64470733356167	0.00161176649826713	0.765193186060228	-3.1388114936035
"INTS7"	0.545207369246105	6.0975701918404	6.63198928325714	0.00162485602822195	0.765193186060228	-3.13974908835928
"FAM65B"	-0.562020905574355	3.3996654151119	-6.58277247229161	0.00167672669995961	0.765193186060228	-3.14341921350971
"KYNU"	-0.476882038885555	3.99534975730788	-6.54216565053816	0.00172102349863145	0.765193186060228	-3.14649808314531
NA	-0.527658583937797	3.61341551156696	-6.51240848650933	0.00175437716389308	0.765193186060228	-3.14878401923832
"HOXD1"	0.589422277724974	4.68651627500825	6.46136566946375	0.00181341198811118	0.765193186060228	-3.15276473315877
"SLC29A1"	0.465045613779162	4.23914572928028	6.45912131931395	0.00181606193728579	0.765193186060228	-3.15294151626825
NA	-0.582921400437405	3.77121710174928	-6.43874821649567	0.00184033032945622	0.765193186060228	-3.15455309146829
"PGAP1"	-0.453192430195576	4.56756848782074	-6.38198532659452	0.00191002393143435	0.765193186060228	-3.15910887695727
"POPDC2"	0.541284371735619	3.39125402688377	6.35942988906709	0.00193859258462167	0.765193186060228	-3.16094642772201
"RAPSN"	-0.739586449971829	4.16837788744259	-6.35106269961788	0.00194932039819808	0.765193186060228	-3.16163208328758
"CAPN3"	0.53007631319667	4.3074341209933	6.29507953263018	0.00202295625579642	0.765193186060228	-3.16627606627072
"HLA-DQA1"	0.669161034821353	4.90100458729248	6.29460854181002	0.00202358974996751	0.765193186060228	-3.16631555700972
"HAND1"	0.495358261110005	4.74114269294364	6.28195108587958	0.0020407036363761	0.765193186060228	-3.16737949212594
NA	-0.46703680006542	4.9203321145784	-6.25406389989431	0.00207902467072202	0.765193186060228	-3.16974177312381
"KLF12"	-0.531474421193587	4.95804195492923	-6.23519217111999	0.00210544627942256	0.765193186060228	-3.17135470291932
"CSPG4"	0.659058884106795	4.05187763794834	6.18313674915688	0.00218043731881506	0.765193186060228	-3.17586470028221
"RRAGB"	0.457968685669689	6.16227240152876	6.18019351262698	0.00218477200363215	0.765193186060228	-3.17612239993631
"TNFRSF25"	-0.567054784957492	5.69175901317697	-6.17184438614965	0.00219712449982154	0.765193186060228	-3.17685501054494
"ZNF154"	-0.438320638220635	4.18176985418259	-6.11982172360626	0.00227600233319898	0.765193186060228	-3.18147333943775
NA	-0.618776191460876	5.09384377062123	-6.10267868861918	0.00230273396160729	0.765193186060228	-3.18301566558543
"ZNF556"	-0.486401251516574	4.18234502602677	-6.058951504836	0.00237263777765002	0.765193186060228	-3.18699645073202
"SLC38A7"	0.487346184722261	5.41802562719758	6.05628534232753	0.00237698148585614	0.765193186060228	-3.18724136369095
"MINK1"	-0.521476492272677	5.70855618136757	-6.0354891690255	0.00241119090747882	0.765193186060228	-3.18916044216728
"IL1R2"	-0.429087024650615	4.17668482127987	-6.0030288197541	0.00246577184911507	0.765193186060228	-3.19218716718004
"RHD"	0.469458798576404	4.97926023234332	5.89392179748649	0.00266037712513093	0.765193186060228	-3.20264753232558
"GABRR2"	-0.604895334424369	4.9380147726916	-5.88548702737857	0.00267617207871524	0.765193186060228	-3.20347505420165
NA	-0.521576650660343	5.20251776697653	-5.86758912222174	0.00271006026899614	0.765193186060228	-3.20524015153203
"KLHL35"	0.47443375789432	4.99986967020482	5.85784666632204	0.00272872216638857	0.765193186060228	-3.20620622141522
"FFAR2"	0.422418616801854	4.28546040975471	5.80725585699314	0.00282813408368443	0.765193186060228	-3.21128329408584
"SF3B1"	-0.437224715302483	8.7724508365701	-5.7999372183696	0.00284287077243638	0.765193186060228	-3.21202624628306
NA	-0.433214605721159	3.73537807356272	-5.79138100510503	0.0028602158145347	0.765193186060228	-3.21289757991215
"RBP3"	-0.421820379019881	5.09322520120387	-5.79098879172447	0.00286101392781728	0.765193186060228	-3.21293759271378
"MAL"	0.421797760535324	4.81156609974064	5.77200518840073	0.0028999633579634	0.765193186060228	-3.21488175855991
"DTX3"	-0.511285717035824	3.35122403951501	-5.76873055666808	0.00290674589159457	0.765193186060228	-3.21521861430693
"COL6A2"	0.419058302298229	5.33634371347487	5.73169443980638	0.00298478971960524	0.765193186060228	-3.21905929670398
"MAFK"	0.427296564120756	5.09736429343084	5.69277514385966	0.00306951175008109	0.765193186060228	-3.22315712638845
"GAL3ST4"	0.422793550994808	4.95675135293213	5.63932727703976	0.00319058392601185	0.765193186060228	-3.22889018696012
"ASPSCR1"	0.478899290617713	6.05023888833074	5.6287827371231	0.00321513778308976	0.765193186060228	-3.23003590760493
NA	0.396265174261391	3.62446413385344	5.6175762822928	0.00324148034776349	0.765193186060228	-3.23125891196778
"MAFF"	0.418046553752606	7.69138445234139	5.58994794294106	0.00330753222643458	0.765193186060228	-3.23429790000549
"USP2"	0.402220579992219	4.46671799183549	5.57554993827773	0.00334258950635868	0.765193186060228	-3.23589515239241
"ADORA2B"	0.609736643905745	5.67589434896699	5.5590946634612	0.00338319977097776	0.765193186060228	-3.23773209878899
"SPOCK3"	-0.394691557071087	3.38280466364763	-5.55094749335186	0.00340352383828125	0.765193186060228	-3.23864614637991
"TCF3"	0.427960600186974	4.5049046875167	5.53438458233772	0.00344529229779943	0.765193186060228	-3.24051374126156
NA	-0.714516294047857	4.58831727352443	-5.5066827813297	0.00351652425373485	0.765193186060228	-3.2436656420258
"PCDH7"	-0.551565902192793	5.12680874340546	-5.4902159180017	0.00355969837151491	0.765193186060228	-3.24555619657167
"CYR61"	0.526115127734695	6.27868859635	5.48855117836234	0.00356409816321288	0.765193186060228	-3.24574803393214
